ticket_id,ticket_text,issue_type,urgency_level,product,cleaned_text,text_length,word_count,sentiment,tokens,processed_text
751,Product info needed.,General Inquiry,High,SoundWave 300,product info needed.,20,3,0.0,"['product', 'info', 'needed']",product info needed
752,Can't log in to my account. Keeps showing blocked. Help!,Account Access,High,RoboChef Blender,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
753,,Late Delivery,High,PhotoSnap Cam,,0,0,0.0,[],empty text
754, is late. It stopped working after just 8 days.,Product Defect,Low,Vision LED TV,is late. it stopped working after just days.,44,8,-0.3,"['late', 'stopped', 'working', 'day']",late stopped working day
755,I ordered PhotoSnap Cam but got SoundWave 300 instead. My order number is #68656.,Wrong Item,Low,PhotoSnap Cam,i ordered photosnap cam but got soundwave instead. my order number is .,71,13,0.0,"['ordered', 'photosnap', 'cam', 'got', 'soundwave', 'instead', 'order', 'number']",ordered photosnap cam got soundwave instead order number
756,"Received wrong product, order mixed up. Also, I contacted support on 03 May but got no response.",Wrong Item,Medium,UltraClean Vacuum,received wrong product order mixed up. also i contacted support on may but got no response.,91,16,-0.25,"['received', 'wrong', 'product', 'order', 'mixed', 'also', 'contacted', 'support', 'may', 'got', 'response']",received wrong product order mixed also contacted support may got response
757,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #55952.,Unknown,High,SoundWave 300,i ordered soundwave but got protab x instead. my order number is .,66,13,0.0,"['ordered', 'soundwave', 'got', 'protab', 'instead', 'order', 'number']",ordered soundwave got protab instead order number
758,Facing installation issue with . Setup fails at step 2.,Installation Issue,High,EcoBreeze AC,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
759,Can't log in to my account. Keeps showing blocked. Help!,Account Access,Medium,PhotoSnap Cam,can t log in to my account. keeps showing blocked. help!,56,11,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help']",log account keep showing blocked help
760,I ordered RoboChef Blender but got EcoBreeze AC instead. My order number is #12554.,Wrong Item,High,RoboChef Blender,i ordered robochef blender but got ecobreeze ac instead. my order number is .,77,14,0.0,"['ordered', 'robochef', 'blender', 'got', 'ecobreeze', 'instead', 'order', 'number']",ordered robochef blender got ecobreeze instead order number
761,Facing installation issue with . Setup fails at step 4.,Installation Issue,Low,ProTab X1,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
762,Payment issue for my PhotoSnap Cam. I was underbilled for order #53013.,Billing Problem,Medium,PhotoSnap Cam,payment issue for my photosnap cam. i was underbilled for order .,65,12,0.0,"['payment', 'issue', 'photosnap', 'cam', 'underbilled', 'order']",payment issue photosnap cam underbilled order
763,Payment issue for my . I was underbilled for order #20888.,Billing Problem,High,PhotoSnap Cam,payment issue for my . i was underbilled for order .,52,11,0.0,"['payment', 'issue', 'underbilled', 'order']",payment issue underbilled order
764,Facing installation issue with PowerMax Battery. Setup fails at step 5.,Installation Issue,Low,PowerMax Battery,facing installation issue with powermax battery. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step']",facing installation issue powermax battery setup fails step
765,Account problem. Assistance needed.,Account Access,High,SmartWatch V2,account problem. assistance needed.,35,4,0.0,"['account', 'problem', 'assistance', 'needed']",account problem assistance needed
766,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #53505.,Wrong Item,High,ProTab X1,i ordered protab x but got ultraclean vacuum instead. my order number is .,74,14,-0.008333333333333333,"['ordered', 'protab', 'got', 'ultraclean', 'vacuum', 'instead', 'order', 'number']",ordered protab got ultraclean vacuum instead order number
767,I ordered Vision LED TV but got SoundWave 300 instead. My order number is #38888.,Wrong Item,Medium,Vision LED TV,i ordered vision led tv but got soundwave instead. my order number is .,71,14,0.0,"['ordered', 'vision', 'led', 'got', 'soundwave', 'instead', 'order', 'number']",ordered vision led got soundwave instead order number
768,"SmartWatch V2 is missing. It stopped working after just 3 days. Also, I contacted support on 27 April but got no response.",Product Defect,High,SmartWatch V2,smartwatch v is missing. it stopped working after just days. also i contacted support on april but got no response.,115,20,-0.2,"['smartwatch', 'missing', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'april', 'got', 'response']",smartwatch missing stopped working day also contacted support april got response
769,RoboChef Blender is damaged. It stopped working after just 3 days.,Product Defect,High,RoboChef Blender,robochef blender is damaged. it stopped working after just days.,64,10,0.0,"['robochef', 'blender', 'damaged', 'stopped', 'working', 'day']",robochef blender damaged stopped working day
770,Payment issue fr mi ProTab X1. I was overbilled fr order #41189. Delivery expected by 19 May.,Billing Problem,Medium,ProTab X1,payment issue fr mi protab x . i was overbilled fr order . delivery expected by may.,84,17,-0.1,"['payment', 'issue', 'protab', 'overbilled', 'order', 'delivery', 'expected', 'may']",payment issue protab overbilled order delivery expected may
771,,Account Access,Medium,PhotoSnap Cam,,0,0,0.0,[],empty text
772,Vision LED TV is missing. It stopped working after just 3 days.,Product Defect,High,Vision LED TV,vision led tv is missing. it stopped working after just days.,61,11,-0.2,"['vision', 'led', 'missing', 'stopped', 'working', 'day']",vision led missing stopped working day
773,Can't log in to my account. Keeps showing error. Help! Delivery expected by 03 March.,Account Access,Low,EcoBreeze AC,can t log in to my account. keeps showing error. help! delivery expected by march.,82,15,-0.1,"['log', 'account', 'keep', 'showing', 'error', 'help', 'delivery', 'expected', 'march']",log account keep showing error help delivery expected march
774,Payment issue for my EcoBreeze AC. I was debited incorrectly for order #93842.,Unknown,High,EcoBreeze AC,payment issue for my ecobreeze ac. i was debited incorrectly for order .,72,13,0.0,"['payment', 'issue', 'ecobreeze', 'debited', 'incorrectly', 'order']",payment issue ecobreeze debited incorrectly order
775,Order #91530 fr  is 15 days late. Ordered on 29 April.,Late Delivery,High,SoundWave 300,order fr is days late. ordered on april.,40,8,-0.3,"['order', 'day', 'late', 'ordered', 'april']",order day late ordered april
776,UltraClean Vacuum is charged. It stopped working after just 12 days.,Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum is charged. it stopped working after just days.,65,10,-0.008333333333333333,"['ultraclean', 'vacuum', 'charged', 'stopped', 'working', 'day']",ultraclean vacuum charged stopped working day
777,"Can you tell me more about the EcoBreeze AC warranty? Also, is it available in black?",General Inquiry,High,EcoBreeze AC,can you tell me more about the ecobreeze ac warranty? also is it available in black?,84,16,0.24444444444444446,"['tell', 'ecobreeze', 'warranty', 'also', 'available', 'black']",tell ecobreeze warranty also available black
778,"Order #21829 for Vision LED TV is 10 days late. Ordered on 08 March. Also, I contacted support on 08 March but got no response.",Unknown,Low,Vision LED TV,order for vision led tv is days late. ordered on march. also i contacted support on march but got no response.,110,21,-0.3,"['order', 'vision', 'led', 'day', 'late', 'ordered', 'march', 'also', 'contacted', 'support', 'march', 'got', 'response']",order vision led day late ordered march also contacted support march got response
779,PowerMax Battery is error. It stopped working after just 10 days.,Product Defect,Medium,PowerMax Battery,powermax battery is error. it stopped working after just days.,62,10,0.0,"['powermax', 'battery', 'error', 'stopped', 'working', 'day']",powermax battery error stopped working day
780,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,Vision LED TV,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
781,Facing installation issue with PowerMax Battery. Setup fails at step 6.,Installation Issue,High,PowerMax Battery,facing installation issue with powermax battery. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'powermax', 'battery', 'setup', 'fails', 'step']",facing installation issue powermax battery setup fails step
782,Facing installation issue with EcoBreeze AC. Setup fails at step 3.,Unknown,Medium,EcoBreeze AC,facing installation issue with ecobreeze ac. setup fails at step .,66,11,-0.5,"['facing', 'installation', 'issue', 'ecobreeze', 'setup', 'fails', 'step']",facing installation issue ecobreeze setup fails step
783,I ordered SoundWave 300 but got ProTab X1 instead. My order number is #24110.,Wrong Item,High,SoundWave 300,i ordered soundwave but got protab x instead. my order number is .,66,13,0.0,"['ordered', 'soundwave', 'got', 'protab', 'instead', 'order', 'number']",ordered soundwave got protab instead order number
784,"Received wrong product, order mixed up. Also, I contacted support on 04 March but got no response.",Wrong Item,Low,SoundWave 300,received wrong product order mixed up. also i contacted support on march but got no response.,93,16,-0.25,"['received', 'wrong', 'product', 'order', 'mixed', 'also', 'contacted', 'support', 'march', 'got', 'response']",received wrong product order mixed also contacted support march got response
785,Both my Vision LED TV and PowerMax Battery are error. Both giving issues.,Product Defect,Medium,Vision LED TV,both my vision led tv and powermax battery are error. both giving issues.,73,13,0.0,"['vision', 'led', 'powermax', 'battery', 'error', 'giving', 'issue']",vision led powermax battery error giving issue
786,"Payment issue for my RoboChef Blender. I was charged twice for order #81485. Also, I contacted support on 03 March but got no response.",Billing Problem,Low,RoboChef Blender,payment issue for my robochef blender. i was charged twice for order . also i contacted support on march but got no response.,125,23,0.0,"['payment', 'issue', 'robochef', 'blender', 'charged', 'twice', 'order', 'also', 'contacted', 'support', 'march', 'got', 'response']",payment issue robochef blender charged twice order also contacted support march got response
787,"Can you tell me more about the PowerMax Battery warranty? Also, is it available in blue?",General Inquiry,Low,PowerMax Battery,can you tell me more about the powermax battery warranty? also is it available in blue?,87,16,0.3,"['tell', 'powermax', 'battery', 'warranty', 'also', 'available', 'blue']",tell powermax battery warranty also available blue
788,"Received wrong product, order mixed up.",Wrong Item,Medium,PhotoSnap Cam,received wrong product order mixed up.,38,6,-0.25,"['received', 'wrong', 'product', 'order', 'mixed']",received wrong product order mixed
789,I ordered  but got PowerMax Battery instead. My order number is #29985. Delivery expected by 22 April.,Wrong Item,Medium,ProTab X1,i ordered but got powermax battery instead. my order number is . delivery expected by april.,92,16,-0.1,"['ordered', 'got', 'powermax', 'battery', 'instead', 'order', 'number', 'delivery', 'expected', 'april']",ordered got powermax battery instead order number delivery expected april
790,I ordered UltraClean Vacuum but got Vision LED TV instead. My order number is #74948.,Wrong Item,High,UltraClean Vacuum,i ordered ultraclean vacuum but got vision led tv instead. my order number is .,79,15,-0.008333333333333333,"['ordered', 'ultraclean', 'vacuum', 'got', 'vision', 'led', 'instead', 'order', 'number']",ordered ultraclean vacuum got vision led instead order number
791,Facing installation issue with . Setup fails at step 2.,Installation Issue,Medium,EcoBreeze AC,facing installation issue with . setup fails at step .,54,10,-0.5,"['facing', 'installation', 'issue', 'setup', 'fails', 'step']",facing installation issue setup fails step
792,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in red?",Unknown,Medium,FitRun Treadmill,can you tell me more about the fitrun treadmill warranty? also is it available in red?,86,16,0.3,"['tell', 'fitrun', 'treadmill', 'warranty', 'also', 'available', 'red']",tell fitrun treadmill warranty also available red
793,Facing installation issue with EcoBreeze AC. Setup fails at step 5.,Installation Issue,Medium,EcoBreeze AC,facing installation issue with ecobreeze ac. setup fails at step .,66,11,-0.5,"['facing', 'installation', 'issue', 'ecobreeze', 'setup', 'fails', 'step']",facing installation issue ecobreeze setup fails step
794,"Account problem. Assistance needed. Also, I contacted support on 22 March but got no response.",Account Access,Low,FitRun Treadmill,account problem. assistance needed. also i contacted support on march but got no response.,90,14,0.0,"['account', 'problem', 'assistance', 'needed', 'also', 'contacted', 'support', 'march', 'got', 'response']",account problem assistance needed also contacted support march got response
795,Payment issue fr mi SoundWave 300. I was not refunded fr order #10237.,Billing Problem,High,SoundWave 300,payment issue fr mi soundwave . i was not refunded fr order .,61,13,0.0,"['payment', 'issue', 'soundwave', 'refunded', 'order']",payment issue soundwave refunded order
796,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,FitRun Treadmill,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
797,"Can you tell me more about the RoboChef Blender warranty? Also, is it available in red?",General Inquiry,High,RoboChef Blender,can you tell me more about the robochef blender warranty? also is it available in red?,86,16,0.3,"['tell', 'robochef', 'blender', 'warranty', 'also', 'available', 'red']",tell robochef blender warranty also available red
798,"UltraClean Vacuum is error. It stopped working after just 6 days. Also, I contacted support on 05 April but got no response.",Product Defect,Medium,UltraClean Vacuum,ultraclean vacuum is error. it stopped working after just days. also i contacted support on april but got no response.,118,20,-0.008333333333333333,"['ultraclean', 'vacuum', 'error', 'stopped', 'working', 'day', 'also', 'contacted', 'support', 'april', 'got', 'response']",ultraclean vacuum error stopped working day also contacted support april got response
799,Can't access my account.,Account Access,Medium,UltraClean Vacuum,can t access my account.,24,5,0.0,"['access', 'account']",access account
800,Facing installation issue with Vision LED TV. Setup fails at step 2.,Installation Issue,Low,Vision LED TV,facing installation issue with vision led tv. setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step']",facing installation issue vision led setup fails step
801,Facing installation issue with PhotoSnap Cam. Setup fails at step 1. Delivery expected by 15 April.,Installation Issue,Medium,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step . delivery expected by april.,95,15,-0.3,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step', 'delivery', 'expected', 'april']",facing installation issue photosnap cam setup fails step delivery expected april
802,Facing installation issue with Vision LED TV. Setup fails at step 5.,Installation Issue,Low,Vision LED TV,facing installation issue with vision led tv. setup fails at step .,67,12,-0.5,"['facing', 'installation', 'issue', 'vision', 'led', 'setup', 'fails', 'step']",facing installation issue vision led setup fails step
803,Vision LED TV is charged. It stopped working after just 3 days. Delivery expected by 14 May.,Product Defect,Low,Vision LED TV,vision led tv is charged. it stopped working after just days. delivery expected by may.,87,15,-0.1,"['vision', 'led', 'charged', 'stopped', 'working', 'day', 'delivery', 'expected', 'may']",vision led charged stopped working day delivery expected may
804,"I ordered  but got SoundWave 300 instead. My order number is #72697. Also, I contacted support on 08 March but got no response.",Wrong Item,Medium,FitRun Treadmill,i ordered but got soundwave instead. my order number is . also i contacted support on march but got no response.,112,21,0.0,"['ordered', 'got', 'soundwave', 'instead', 'order', 'number', 'also', 'contacted', 'support', 'march', 'got', 'response']",ordered got soundwave instead order number also contacted support march got response
805,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Low,Vision LED TV,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
806,Order #98108 for  is 2 days late. Ordered on 02 March.,Late Delivery,Medium,EcoBreeze AC,order for is days late. ordered on march.,41,8,-0.3,"['order', 'day', 'late', 'ordered', 'march']",order day late ordered march
807,Facing installation issue with RoboChef Blender. Setup fails at step 2.,Installation Issue,Low,RoboChef Blender,facing installation issue with robochef blender. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'robochef', 'blender', 'setup', 'fails', 'step']",facing installation issue robochef blender setup fails step
808,Payment issue for my Vision LED TV. I was charged twice for order #31561.,Billing Problem,High,Vision LED TV,payment issue for my vision led tv. i was charged twice for order .,67,14,0.0,"['payment', 'issue', 'vision', 'led', 'charged', 'twice', 'order']",payment issue vision led charged twice order
809,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #43806.,Wrong Item,High,UltraClean Vacuum,i ordered ultraclean vacuum but got protab x instead. my order number is .,74,14,-0.008333333333333333,"['ordered', 'ultraclean', 'vacuum', 'got', 'protab', 'instead', 'order', 'number']",ordered ultraclean vacuum got protab instead order number
810,Facing installation issue with ProTab X1. Setup fails at step 4.,Installation Issue,High,ProTab X1,facing installation issue with protab x . setup fails at step .,63,12,-0.5,"['facing', 'installation', 'issue', 'protab', 'setup', 'fails', 'step']",facing installation issue protab setup fails step
811,"Can't log in to my account. Keeps showing captcha failed. Help! Also, I contacted support on 30 March but got no response.",Account Access,Medium,RoboChef Blender,can t log in to my account. keeps showing captcha failed. help! also i contacted support on march but got no response.,118,22,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help', 'also', 'contacted', 'support', 'march', 'got', 'response']",log account keep showing captcha failed help also contacted support march got response
812,I ordered ProTab X1 but got UltraClean Vacuum instead. My order number is #10769.,Unknown,High,ProTab X1,i ordered protab x but got ultraclean vacuum instead. my order number is .,74,14,-0.008333333333333333,"['ordered', 'protab', 'got', 'ultraclean', 'vacuum', 'instead', 'order', 'number']",ordered protab got ultraclean vacuum instead order number
813,"Can't log in to my account. Keeps showing blocked. Help! Also, I contacted support on 29 March but got no response.",Account Access,High,ProTab X1,can t log in to my account. keeps showing blocked. help! also i contacted support on march but got no response.,111,21,0.0,"['log', 'account', 'keep', 'showing', 'blocked', 'help', 'also', 'contacted', 'support', 'march', 'got', 'response']",log account keep showing blocked help also contacted support march got response
814,I ordered PowerMax Battery but got Vision LED TV instead. My order number is #93575.,Wrong Item,Medium,PowerMax Battery,i ordered powermax battery but got vision led tv instead. my order number is .,78,15,0.0,"['ordered', 'powermax', 'battery', 'got', 'vision', 'led', 'instead', 'order', 'number']",ordered powermax battery got vision led instead order number
815,"Can you tell me more about the FitRun Treadmill warranty? Also, is it available in blue?",General Inquiry,Medium,FitRun Treadmill,can you tell me more about the fitrun treadmill warranty? also is it available in blue?,87,16,0.3,"['tell', 'fitrun', 'treadmill', 'warranty', 'also', 'available', 'blue']",tell fitrun treadmill warranty also available blue
816,"Facing installation issue with UltraClean Vacuum. Setup fails at step 5. Also, I contacted support on 09 March but got no response.",Installation Issue,Medium,UltraClean Vacuum,facing installation issue with ultraclean vacuum. setup fails at step . also i contacted support on march but got no response.,126,21,-0.25416666666666665,"['facing', 'installation', 'issue', 'ultraclean', 'vacuum', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'march', 'got', 'response']",facing installation issue ultraclean vacuum setup fails step also contacted support march got response
817,SoundWave 300 is late. It stopped working after just 1 days.,Product Defect,Low,SoundWave 300,soundwave is late. it stopped working after just days.,54,9,-0.3,"['soundwave', 'late', 'stopped', 'working', 'day']",soundwave late stopped working day
818,Can't log in to my account. Keeps showing reset required. Help!,Account Access,High,EcoBreeze AC,can t log in to my account. keeps showing reset required. help!,63,12,0.0,"['log', 'account', 'keep', 'showing', 'reset', 'required', 'help']",log account keep showing reset required help
819,"Can you tell me more about the Vision LED TV warranty? Also, is it available in white?",General Inquiry,High,Vision LED TV,can you tell me more about the vision led tv warranty? also is it available in white?,85,17,0.3,"['tell', 'vision', 'led', 'warranty', 'also', 'available', 'white']",tell vision led warranty also available white
820,"I ordered  but got FitRun Treadmill instead. My order number is #30866. Also, I contacted support on 20 April but got no response.",Unknown,Medium,PowerMax Battery,i ordered but got fitrun treadmill instead. my order number is . also i contacted support on april but got no response.,119,22,0.0,"['ordered', 'got', 'fitrun', 'treadmill', 'instead', 'order', 'number', 'also', 'contacted', 'support', 'april', 'got', 'response']",ordered got fitrun treadmill instead order number also contacted support april got response
821,"Can you tell me more about the SoundWave 300 warranty? Also, is it available in black?",General Inquiry,Medium,SoundWave 300,can you tell me more about the soundwave warranty? also is it available in black?,81,15,0.24444444444444446,"['tell', 'soundwave', 'warranty', 'also', 'available', 'black']",tell soundwave warranty also available black
822,SmartWatch V2 is missing. It stopped working after just 2 days.,Unknown,Low,SmartWatch V2,smartwatch v is missing. it stopped working after just days.,60,10,-0.2,"['smartwatch', 'missing', 'stopped', 'working', 'day']",smartwatch missing stopped working day
823,I ordered UltraClean Vacuum but got ProTab X1 instead. My order number is #47597.,Wrong Item,Medium,UltraClean Vacuum,i ordered ultraclean vacuum but got protab x instead. my order number is .,74,14,-0.008333333333333333,"['ordered', 'ultraclean', 'vacuum', 'got', 'protab', 'instead', 'order', 'number']",ordered ultraclean vacuum got protab instead order number
824,Facing installation issue with PhotoSnap Cam. Setup fails at step 2.,Installation Issue,High,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step .,67,11,-0.5,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step']",facing installation issue photosnap cam setup fails step
825,,Account Access,Low,RoboChef Blender,,0,0,0.0,[],empty text
826,"Not able to install my product. Also, I contacted support on 04 March but got no response.",Installation Issue,Low,RoboChef Blender,not able to install my product. also i contacted support on march but got no response.,86,16,-0.25,"['able', 'install', 'product', 'also', 'contacted', 'support', 'march', 'got', 'response']",able install product also contacted support march got response
827,"Can't log in to my account. Keeps showing error. Help! Also, I contacted support on 16 March but got no response.",Account Access,High,PhotoSnap Cam,can t log in to my account. keeps showing error. help! also i contacted support on march but got no response.,109,21,0.0,"['log', 'account', 'keep', 'showing', 'error', 'help', 'also', 'contacted', 'support', 'march', 'got', 'response']",log account keep showing error help also contacted support march got response
828,Order #38583 for  is 2 days late. Ordered on 06 April.,Late Delivery,Medium,SmartWatch V2,order for is days late. ordered on april.,41,8,-0.3,"['order', 'day', 'late', 'ordered', 'april']",order day late ordered april
829,Payment issue for my UltraClean Vacuum. I was overbilled for order #94247.,Billing Problem,Low,UltraClean Vacuum,payment issue for my ultraclean vacuum. i was overbilled for order .,68,12,-0.008333333333333333,"['payment', 'issue', 'ultraclean', 'vacuum', 'overbilled', 'order']",payment issue ultraclean vacuum overbilled order
830,"Can you tell me more about the PhotoSnap Cam warranty? Also, is it available in white?",General Inquiry,Medium,PhotoSnap Cam,can you tell me more about the photosnap cam warranty? also is it available in white?,85,16,0.3,"['tell', 'photosnap', 'cam', 'warranty', 'also', 'available', 'white']",tell photosnap cam warranty also available white
831,SmartWatch V2 is missing. It stopped working after just 7 days.,Product Defect,Low,SmartWatch V2,smartwatch v is missing. it stopped working after just days.,60,10,-0.2,"['smartwatch', 'missing', 'stopped', 'working', 'day']",smartwatch missing stopped working day
832,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,Medium,EcoBreeze AC,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
833,Product info needed. Delivery expected by 27 March.,Unknown,Low,PowerMax Battery,product info needed. delivery expected by march.,48,7,-0.1,"['product', 'info', 'needed', 'delivery', 'expected', 'march']",product info needed delivery expected march
834,,Billing Problem,Low,PowerMax Battery,,0,0,0.0,[],empty text
835,FitRun Treadmill is malfunction. It stopped working after just 1 days.,Product Defect,Low,FitRun Treadmill,fitrun treadmill is malfunction. it stopped working after just days.,68,10,0.0,"['fitrun', 'treadmill', 'malfunction', 'stopped', 'working', 'day']",fitrun treadmill malfunction stopped working day
836,"Facing installation issue with SoundWave 300. Setup fails at step 1. Also, I contacted support on 09 April but got no response.",Installation Issue,Medium,SoundWave 300,facing installation issue with soundwave . setup fails at step . also i contacted support on april but got no response.,119,21,-0.5,"['facing', 'installation', 'issue', 'soundwave', 'setup', 'fails', 'step', 'also', 'contacted', 'support', 'april', 'got', 'response']",facing installation issue soundwave setup fails step also contacted support april got response
837,Facing installation issue with RoboChef Blender. Setup fails at step 4.,Installation Issue,Low,RoboChef Blender,facing installation issue with robochef blender. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'robochef', 'blender', 'setup', 'fails', 'step']",facing installation issue robochef blender setup fails step
838,Both my ProTab X1 and PowerMax Battery are late. Both giving issues.,Product Defect,Low,ProTab X1,both my protab x and powermax battery are late. both giving issues.,67,12,-0.3,"['protab', 'powermax', 'battery', 'late', 'giving', 'issue']",protab powermax battery late giving issue
839,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Medium,ProTab X1,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
840,Both my RoboChef Blender and FitRun Treadmill are not working. Both giving issues.,Product Defect,Medium,RoboChef Blender,both my robochef blender and fitrun treadmill are not working. both giving issues.,82,13,0.0,"['robochef', 'blender', 'fitrun', 'treadmill', 'working', 'giving', 'issue']",robochef blender fitrun treadmill working giving issue
841,Payment issue for my PhotoSnap Cam. I was charged twice for order #75768.,Unknown,Low,PhotoSnap Cam,payment issue for my photosnap cam. i was charged twice for order .,67,13,0.0,"['payment', 'issue', 'photosnap', 'cam', 'charged', 'twice', 'order']",payment issue photosnap cam charged twice order
842,"Can you tell me more about the UltraClean Vacuum warranty? Also, is it available in blue?",General Inquiry,Low,UltraClean Vacuum,can you tell me more about the ultraclean vacuum warranty? also is it available in blue?,88,16,0.22291666666666665,"['tell', 'ultraclean', 'vacuum', 'warranty', 'also', 'available', 'blue']",tell ultraclean vacuum warranty also available blue
843,Facing installation issue with PhotoSnap Cam. Setup fails at step 1.,Installation Issue,High,PhotoSnap Cam,facing installation issue with photosnap cam. setup fails at step .,67,11,-0.5,"['facing', 'installation', 'issue', 'photosnap', 'cam', 'setup', 'fails', 'step']",facing installation issue photosnap cam setup fails step
844,Order #15216 placed on 07 May still not here.,Late Delivery,Low,Vision LED TV,order placed on may still not here.,35,7,0.0,"['order', 'placed', 'may', 'still']",order placed may still
845,,General Inquiry,Low,FitRun Treadmill,,0,0,0.0,[],empty text
846,Can't log in to my account. Keeps showing captcha failed. Help!,Account Access,Low,SmartWatch V2,can t log in to my account. keeps showing captcha failed. help!,63,12,-0.625,"['log', 'account', 'keep', 'showing', 'captcha', 'failed', 'help']",log account keep showing captcha failed help
847,"Can you tell me more about the  warranty? Also, is it available in red?",General Inquiry,High,SoundWave 300,can you tell me more about the warranty? also is it available in red?,69,14,0.3,"['tell', 'warranty', 'also', 'available', 'red']",tell warranty also available red
848,Order #23419 for EcoBreeze AC is 5 days late. Ordered on 19 March.,Late Delivery,Low,EcoBreeze AC,order for ecobreeze ac is days late. ordered on march.,54,10,-0.3,"['order', 'ecobreeze', 'day', 'late', 'ordered', 'march']",order ecobreeze day late ordered march
849,Order #75921 for PowerMax Battery is 16 days late. Ordered on 23 March.,Late Delivery,Low,PowerMax Battery,order for powermax battery is days late. ordered on march.,58,10,-0.3,"['order', 'powermax', 'battery', 'day', 'late', 'ordered', 'march']",order powermax battery day late ordered march
850,,Installation Issue,Low,Vision LED TV,,0,0,0.0,[],empty text
851,Order #81995 for  is 9 days late. Ordered on 05 March.,Late Delivery,High,EcoBreeze AC,order for is days late. ordered on march.,41,8,-0.3,"['order', 'day', 'late', 'ordered', 'march']",order day late ordered march
852,Order #92470 for EcoBreeze AC is 9 days late. Ordered on 17 May. Delivery expected by 17 May.,Late Delivery,Low,EcoBreeze AC,order for ecobreeze ac is days late. ordered on may. delivery expected by may.,78,14,-0.2,"['order', 'ecobreeze', 'day', 'late', 'ordered', 'may', 'delivery', 'expected', 'may']",order ecobreeze day late ordered may delivery expected may
853,I ordered FitRun Treadmill but got PhotoSnap Cam instead. My order number is #54167.,Wrong Item,Medium,FitRun Treadmill,i ordered fitrun treadmill but got photosnap cam instead. my order number is .,78,14,0.0,"['ordered', 'fitrun', 'treadmill', 'got', 'photosnap', 'cam', 'instead', 'order', 'number']",ordered fitrun treadmill got photosnap cam instead order number
854,"I ordered SmartWatch V2 but got EcoBreeze AC instead. My order number is #20428. Also, I contacted support on 15 April but got no response.",Wrong Item,Low,SmartWatch V2,i ordered smartwatch v but got ecobreeze ac instead. my order number is . also i contacted support on april but got no response.,128,24,0.0,"['ordered', 'smartwatch', 'got', 'ecobreeze', 'instead', 'order', 'number', 'also', 'contacted', 'support', 'april', 'got', 'response']",ordered smartwatch got ecobreeze instead order number also contacted support april got response
855,Facing installation issue with FitRun Treadmill. Setup fails at step 6.,Installation Issue,High,FitRun Treadmill,facing installation issue with fitrun treadmill. setup fails at step .,70,11,-0.5,"['facing', 'installation', 'issue', 'fitrun', 'treadmill', 'setup', 'fails', 'step']",facing installation issue fitrun treadmill setup fails step
